short_name,long_name,sofifa_id,age,dob,nationality,height_cm,body_type,weight_kg,club,player_url,overall_potential,value_eur,wage_eur,work_rate,team_position,team_jersey_number,shooting,passing,dribbling,defending,player_traits,attacking_short_passing,skill_dribbling,skill_long_passing,skill_ball_control,power_shot_power,power_strength,power_long_shots,defending_standing_tackle,defending_sliding_tackle
A. Chatzigiovanis,Anastasios Chatzigiovanis,236696,22,5/31/97,Greece,175,Lean,62,Panathinaikos FC,https://sofifa.com/player/236696/anastasios-chatzigiovanis/20/159586,71,3300000,1000,High/Medium,LM,11,62,67,74,25,Injury Free,67,76,65,71,64,57,60,12,18
A. Chedjou,Aurélien Chedjou,183284,34,6/20/85,Cameroon,184,Normal,77,Medipol Basaksehir FK,https://sofifa.com/player/183284/aurelien-chedjou/20/159586,74,2100000,28000,Medium/Medium,LCB,22,49,60,62,73,"Diver, Injury Prone, Selfish, Leadership, Long Passer (CPU AI Only)",70,61,68,63,60,76,59,74,70
A. Chindris,Andrei Chindris,248004,20,1/12/99,Romania,191,Normal,85,FC Botosani,https://sofifa.com/player/248004/andrei-chindris/20/159586,66,800000,2000,Medium/Medium,LCB,6,27,38,52,64,Not Provided,61,49,20,55,32,77,21,67,64
A. Chipciu,Alexandru Mihaita Chipciu,212048,30,5/18/89,Romania,177,Normal,73,Romania,https://sofifa.com/player/212048/alexandru-chipciu/20/159586,71,0,0,High/High,,null,69,69,71,52,Not Provided,68,72,66,71,70,67,72,56,55
A. Christensen,Andreas Christensen,213661,23,4/10/96,Denmark,187,Lean,81,Chelsea,https://sofifa.com/player/213661/andreas-christensen/20/159586,80,19000000,85000,Low/Medium,RCB,4,31,63,68,82,Not Provided,77,66,71,73,31,73,20,84,82
A. Christiansen,Anders Christiansen,199792,29,6/8/90,Denmark,174,Lean,75,Malmö FF,https://sofifa.com/player/199792/anders-christiansen/20/159586,74,5500000,9000,High/High,RCM,14,70,70,75,63,"Injury Prone, Selfish, Argues with Officials, Finesse Shot",72,73,73,73,73,62,76,63,71
A. Chrzanowski,Adam Chrzanowski,230646,20,3/31/99,Poland,186,Normal,78,Lechia Gdansk,https://sofifa.com/player/230646/adam-chrzanowski/20/159586,60,325000,1000,Medium/Medium,SUB,4,39,38,47,58,Not Provided,47,41,37,46,48,76,35,64,61
A. Chumacero,Alejandro Saúl Chumacero Bracamonte,211338,28,4/22/91,Bolivia,164,Normal,65,Puebla FC,https://sofifa.com/player/211338/alejandro-chumacero/20/159586,74,5500000,9000,Medium/High,RB,3,68,73,74,64,"Diver, Avoids Using Weaker Foot, Argues with Officials, Finesse Shot, Crowd Favourite",78,70,73,76,77,68,73,64,63
A. Chávez,Andrés Chávez,223066,28,3/21/91,Argentina,184,Stocky,80,Club Atlético Huracán,https://sofifa.com/player/223066/andres-chavez/20/159586,74,6000000,17000,High/Medium,ST,9,75,65,70,36,Argues with Officials,61,73,59,67,81,83,80,30,28
A. Ciciretti,Amato Ciciretti,206160,25,12/31/93,Italy,170,Normal,62,Napoli,https://sofifa.com/player/206160/amato-ciciretti/20/159586,74,6500000,44000,High/Medium,RES,37,68,73,75,35,"Power Free-Kick, Beat Offside Trap, Selfish, Argues with Officials, Crowd Favourite",76,74,71,74,68,45,74,26,24
A. Cicâldau,Alexandru Cicâldau,243001,21,7/8/97,Romania,178,Normal,76,Universitatea Craiova,https://sofifa.com/player/243001/alexandru-cicaldau/20/159586,70,2700000,5000,Medium/Medium,LCM,10,55,71,68,62,Selfish,72,65,68,70,63,76,55,63,60
A. Ciobanu,Andrei Ciobanu,248117,21,1/18/98,Romania,176,Lean,68,FC Viitorul,https://sofifa.com/player/248117/andrei-ciobanu/20/159586,66,1000000,3000,Medium/Medium,RCM,17,61,59,68,36,Not Provided,65,68,52,65,69,41,65,36,34
A. Ciranni,Alessandro Ciranni,224191,23,6/28/96,Belgium,172,Lean,66,Royal Excel Mouscron,https://sofifa.com/player/224191/alessandro-ciranni/20/159586,65,650000,3000,High/Medium,SUB,13,52,64,65,62,Not Provided,64,66,63,67,44,39,65,65,62
A. Cisco,Andrea Cisco,244038,20,10/8/98,Italy,183,Lean,74,Pescara,https://sofifa.com/player/244038/andrea-cisco/20/159586,63,600000,1000,Medium/Low,SUB,7,61,61,65,24,Selfish,61,66,58,65,57,52,61,15,14
A. Ciss,Amadou Ciss,245016,19,9/7/99,Senegal,186,Lean,65,Fortuna Sittard,https://sofifa.com/player/245016/amadou-ciss/20/159586,61,475000,1000,Medium/Medium,SUB,20,50,58,63,53,Not Provided,66,59,64,66,66,68,48,61,59
A. Cissokho,Aly Cissokho,181455,31,9/15/87,France,181,Stocky,79,Antalyaspor,https://sofifa.com/player/181455/aly-cissokho/20/159586,70,1300000,9000,High/Medium,LB,41,59,61,63,71,Not Provided,64,62,65,65,76,74,55,75,76
A. Cissé,Aliou Cissé,252545,29,5/15/90,Senegal,180,Normal,67,Al Adalah,https://sofifa.com/player/252545/aliou-cisse/20/159586,67,650000,7000,Medium/Medium,SUB,44,42,57,65,67,Not Provided,68,66,54,67,46,64,44,69,66
A. Cistana,Andrea Cistana,226260,22,4/1/97,Italy,177,Normal,78,Brescia,https://sofifa.com/player/226260/andrea-cistana/20/159586,70,2600000,7000,Medium/High,LCB,15,42,54,60,70,Not Provided,61,57,55,61,60,65,40,71,71
A. Claude Maurice,Alexis Claude Maurice,236477,21,6/6/98,France,174,Normal,62,FC Lorient,https://sofifa.com/player/236477/alexis-claude-maurice/20/159586,72,7000000,5000,Medium/Medium,LM,10,69,63,74,37,"Argues with Officials, Early Crosser, Finesse Shot, Crowd Favourite",67,72,62,73,70,42,71,48,40
A. Clayton,Adam Clayton,186385,30,1/14/89,England,175,Normal,75,Middlesbrough,https://sofifa.com/player/186385/adam-clayton/20/159586,72,2600000,22000,Low/High,CDM,8,60,70,67,69,Not Provided,73,66,72,68,68,65,66,73,67
A. Cobrea,Alberto Cobrea,248072,28,11/1/90,Romania,188,Normal,83,Politehnica Iasi,https://sofifa.com/player/248072/alberto-cobrea/20/159586,59,140000,1000,Medium/Medium,SUB,1,0,0,0,0,Not Provided,17,14,16,18,43,41,5,12,11
A. Coeff,Alexandre Coeff,188601,27,2/20/92,France,185,Lean,67,AJ Auxerre,https://sofifa.com/player/188601/alexandre-coeff/20/159586,68,950000,3000,Medium/Medium,RCB,20,52,62,63,65,Not Provided,68,56,67,70,62,73,48,66,67
A. Collin,Adam Collin,53363,34,12/9/84,England,191,Normal,78,Carlisle United,https://sofifa.com/player/53363/adam-collin/20/159586,62,130000,2000,Medium/Medium,GK,1,0,0,0,0,Swerve Pass,26,14,37,19,42,63,19,21,21
A. Collin,Aurélien Collin,184664,33,3/8/86,France,187,Normal,86,Philadelphia Union,https://sofifa.com/player/184664/aurelien-collin/20/159586,69,500000,4000,Low/High,SUB,78,46,52,49,65,"Injury Prone, Long Passer (CPU AI Only)",59,48,66,54,56,82,44,62,62
A. Collins,Archie Collins,240605,19,8/31/99,England,175,Normal,63,Exeter City,https://sofifa.com/player/240605/archie-collins/20/159586,60,350000,1000,High/Medium,LCM,27,50,56,63,54,Leadership,61,60,59,61,57,58,56,56,53
A. Collins,Aaron Collins,225509,22,5/27/97,Wales,185,Lean,74,Forest Green Rovers,https://sofifa.com/player/225509/aaron-collins/20/159586,60,300000,3000,High/Medium,ST,10,58,42,60,28,"Injury Free, Early Crosser",50,58,35,60,58,68,51,13,17
A. Colorado,Andrés Colorado,247091,20,12/1/98,Colombia,180,Lean,71,Deportivo Cali,https://sofifa.com/player/247091/andres-colorado/20/159586,64,725000,1000,Medium/Medium,SUB,25,41,54,63,61,Not Provided,66,60,55,65,55,70,42,60,62
A. Colpani,Andrea Colpani,251988,20,5/11/99,Italy,184,Lean,75,Trapani,https://sofifa.com/player/251988/andrea-colpani/20/159586,63,800000,1000,Medium/Medium,LCM,25,54,63,67,51,Not Provided,67,68,70,68,68,55,50,52,54
A. Coly,Aliou Coly,213271,26,12/10/92,Senegal,186,Stocky,76,Kristiansund BK,https://sofifa.com/player/213271/aliou-coly/20/159586,65,600000,1000,High/High,RB,19,54,50,64,61,"Inflexible, Injury Prone",52,64,42,60,73,88,53,63,61
A. Concha,Alexander Concha,247505,20,6/7/99,Chile,169,Lean,61,CD Everton de Viña del Mar,https://sofifa.com/player/247505/alexander-concha/20/159586,55,170000,1000,Medium/Medium,SUB,24,48,55,62,35,Not Provided,62,61,53,60,47,43,48,41,33
A. Confais,Aloïs Confais,228592,22,9/7/96,France,174,Lean,61,Le Mans FC,https://sofifa.com/player/228592/alois-confais/20/159586,64,600000,1000,Medium/Medium,SUB,8,55,62,64,62,Not Provided,67,60,63,69,61,49,43,67,66
A. Connolly,Aaron Anthony Connolly,237286,19,1/28/00,Republic of Ireland,177,Normal,77,Brighton & Hove Albion,https://sofifa.com/player/237286/aaron-connolly/20/159586,64,975000,7000,Medium/Low,RES,34,64,40,60,20,Not Provided,47,57,30,61,68,57,55,18,15
A. Considine,Andrew Considine,156675,32,4/1/87,Scotland,183,Normal,75,Aberdeen,https://sofifa.com/player/156675/andrew-considine/20/159586,68,575000,4000,Medium/High,RCB,4,22,54,56,66,"Inflexible, Diver",62,58,57,55,42,79,13,67,65
A. Consigli,Andrea Consigli,163489,32,1/27/87,Italy,189,Lean,82,Sassuolo,https://sofifa.com/player/163489/andrea-consigli/20/159586,81,11000000,48000,Medium/Medium,GK,47,0,0,0,0,Not Provided,31,10,27,23,54,51,19,17,19
A. Conti,Andrea Conti,223329,25,3/2/94,Italy,184,Lean,76,Milan,https://sofifa.com/player/223329/andrea-conti/20/159586,75,8500000,32000,High/High,SUB,12,59,70,75,73,Early Crosser,76,74,69,76,68,54,49,74,74
A. Contreras,Alejandro Andrés Contreras Daza,214441,26,3/3/93,Chile,184,Normal,80,CD O'Higgins,https://sofifa.com/player/214441/alejandro-contreras/20/159586,68,1100000,3000,Medium/High,SUB,33,43,54,50,66,Not Provided,65,47,62,54,41,87,36,63,67
A. Cook,Andy Cook,192450,28,10/18/90,England,185,Stocky,80,Mansfield Town,https://sofifa.com/player/192450/andy-cook/20/159586,66,675000,7000,Low/Low,SUB,19,64,52,61,25,"Long Passer (CPU AI Only), Speed Dribbler (CPU AI Only)",57,62,54,63,70,87,58,22,19
A. Corban,Alexandru Corban,248014,21,1/29/98,Romania,180,Normal,78,FC Botosani,https://sofifa.com/player/248014/alexandru-corban/20/159586,54,110000,1000,Medium/Medium,SUB,37,42,50,56,27,Not Provided,51,54,45,57,45,66,35,28,30
A. Cordaz,Alex Cordaz,149258,36,1/1/83,Italy,188,Normal,83,Crotone,https://sofifa.com/player/149258/alex-cordaz/20/159586,72,525000,2000,Medium/Medium,GK,1,0,0,0,0,Not Provided,12,18,17,20,47,54,15,10,10
A. Cordea,Andrei Cordea,251236,20,6/24/99,Romania,176,Normal,71,FC Hermannstadt,https://sofifa.com/player/251236/andrei-cordea/20/159586,57,160000,1000,Medium/Medium,SUB,8,48,55,61,33,Not Provided,59,62,53,59,52,38,42,37,38
A. Coric,Ante Coric,229594,22,4/14/97,Croatia,176,Lean,59,Roma,https://sofifa.com/player/229594/ante-coric/20/159586,73,6000000,26000,Medium/Low,SUB,19,66,71,76,40,"Argues with Officials, Crowd Favourite",73,74,66,76,68,47,71,38,35
A. Cornelius,Andreas Evald Cornelius,201943,26,3/16/93,Denmark,193,Normal,91,Parma,https://sofifa.com/player/201943/andreas-cornelius/20/159586,74,7000000,38000,High/Low,SUB,11,73,55,66,39,Long Passer (CPU AI Only),67,66,43,72,77,93,68,26,12
A. Correa,Ángel Correa,214997,24,3/9/95,Argentina,171,Normal,68,Atlético Madrid,https://sofifa.com/player/214997/angel-correa/20/159586,82,29000000,59000,High/Medium,SUB,10,80,75,86,54,"Selfish, Crowd Favourite",77,87,65,87,80,64,83,53,44
A. Correa,Andrés Correa Valencia,214194,25,1/29/94,Colombia,175,Normal,75,La Equidad,https://sofifa.com/player/214194/andres-correa/20/159586,68,1000000,1000,High/Medium,SUB,3,40,59,59,62,Not Provided,63,53,51,57,64,68,45,66,68
A. Correa,Andrés Felipe Correa Osorio,214477,34,7/2/84,Colombia,180,Normal,74,Once Caldas,https://sofifa.com/player/214477/andres-correa/20/159586,73,1500000,3000,Medium/High,LCB,5,48,51,55,73,"Avoids Using Weaker Foot, Long Passer (CPU AI Only), Giant Throw-in",65,48,66,58,65,85,40,71,70
A. Corryn,Alexander Corryn,209510,25,1/3/94,Belgium,177,Lean,73,KV Mechelen,https://sofifa.com/player/209510/alexander-corryn/20/159586,68,1000000,5000,Medium/High,RDM,22,32,60,63,67,Not Provided,67,59,65,65,35,58,27,68,67
A. Corsi,Angelo Corsi,203721,30,5/18/89,Italy,180,Normal,72,Cosenza,https://sofifa.com/player/203721/angelo-corsi/20/159586,66,600000,1000,Medium/Medium,SUB,2,59,65,67,64,Giant Throw-in,67,66,63,67,66,66,59,64,64
A. Corzo,Aldo Corzo,196688,30,5/20/89,Peru,173,Normal,75,Peru,https://sofifa.com/player/196688/aldo-corzo/20/159586,69,0,0,Medium/Medium,,null,36,57,65,69,Avoids Using Weaker Foot,59,63,53,65,59,55,49,73,70
A. Costa,Andrea Costa,178042,33,2/1/86,Italy,182,Lean,73,Benevento,https://sofifa.com/player/178042/andrea-costa/20/159586,71,1100000,3000,Medium/Medium,SUB,15,37,49,61,71,Not Provided,58,59,51,62,62,73,37,71,71
A. Costa,Alberto Facundo Costa,188791,34,1/9/85,Argentina,176,Normal,75,Atlético Nacional,https://sofifa.com/player/188791/alberto-costa/20/159586,71,1200000,4000,Medium/Medium,CAM,18,70,73,71,68,"Long Throw-in, Argues with Officials",74,69,74,75,84,66,75,70,66
A. Cragno,Alessio Cragno,205659,25,6/28/94,Italy,184,Lean,78,Cagliari,https://sofifa.com/player/205659/alessio-cragno/20/159586,81,18000000,30000,Medium/Medium,GK,28,0,0,0,0,Flair Passes,26,13,25,21,52,55,17,11,12
A. Crawford,Ali Crawford,200898,27,7/30/91,Scotland,179,Lean,64,Doncaster Rovers,https://sofifa.com/player/200898/ali-crawford/20/159586,67,775000,4000,Medium/Low,SUB,11,65,66,69,57,"Power Free-Kick, Selfish, Argues with Officials, Finesse Shot",68,68,65,67,70,62,69,59,50
A. Crescenzi,Alessandro Crescenzi,200810,27,9/25/91,Italy,178,Normal,71,Hellas Verona,https://sofifa.com/player/200810/alessandro-crescenzi/20/159586,69,1000000,7000,Medium/Medium,SUB,17,37,54,66,64,Not Provided,62,61,55,66,61,72,30,65,69
A. Cresswell,Aaron Cresswell,189615,29,12/15/89,England,175,Normal,66,West Ham United,https://sofifa.com/player/189615/aaron-cresswell/20/159586,76,6500000,63000,High/Medium,LB,3,59,73,75,74,Not Provided,75,76,69,74,71,61,62,78,79
A. Cristea,Andrei Cristea,247960,19,1/9/00,Romania,195,Normal,83,Gaz Metan Medias,https://sofifa.com/player/247960/andrei-cristea/20/159586,57,160000,1000,Medium/Medium,SUB,30,0,0,0,0,Not Provided,28,8,21,18,44,30,8,10,14
A. Cristea,Andrei Cristea,148365,35,5/15/84,Romania,180,Normal,76,Politehnica Iasi,https://sofifa.com/player/148365/andrei-cristea/20/159586,67,350000,3000,Medium/Low,SUB,10,68,67,63,42,Not Provided,70,61,66,63,69,65,63,35,45
A. Crognale,Alex Crognale,236991,24,8/27/94,United States,196,Lean,93,Columbus Crew SC,https://sofifa.com/player/236991/alex-crognale/20/159586,65,650000,2000,Low/High,SUB,21,31,44,46,62,Not Provided,64,39,50,55,39,75,26,60,57
A. Crookes,Adam Crookes,241429,21,11/8/97,England,182,Lean,77,Port Vale,https://sofifa.com/player/241429/adam-crookes/20/159586,57,140000,2000,Low/Medium,LB,3,34,44,50,54,Not Provided,52,46,47,48,42,67,27,56,54
A. Cruz,Aldo Cruz,241823,21,9/24/97,Mexico,173,Normal,62,Club Tijuana,https://sofifa.com/player/241823/aldo-cruz/20/159586,69,1500000,7000,Medium/High,SUB,18,35,65,66,67,Dives Into Tackles (CPU AI Only),68,64,65,67,36,70,29,69,68
A. Cruz,Allan Cruz,247580,23,2/24/96,Costa Rica,170,Normal,71,FC Cincinnati,https://sofifa.com/player/247580/allan-cruz/20/159586,64,675000,2000,Medium/High,CAM,15,53,57,67,57,Not Provided,63,66,61,65,52,59,42,61,56
A. Cubas,Adrián Andrés Cubas,222429,23,5/11/96,Argentina,169,Normal,60,Club Atlético Talleres,https://sofifa.com/player/222429/andres-cubas/20/159586,74,8000000,13000,Medium/Medium,CDM,8,52,67,73,75,Not Provided,76,66,72,75,59,31,62,80,78
A. Czerwinski,Alan Czerwinski,239768,26,2/2/93,Poland,181,Normal,74,Zaglebie Lubin,https://sofifa.com/player/239768/alan-czerwinski/20/159586,66,700000,2000,High/Medium,RM,44,41,58,64,63,Not Provided,59,63,44,64,36,76,36,64,65
A. D'Alberto,Anthony D'Alberto,233849,24,10/13/94,Belgium,178,Normal,74,Moreirense FC,https://sofifa.com/player/233849/anthony-dalberto/20/159586,71,2800000,6000,Medium/Medium,SUB,5,36,60,68,68,Not Provided,67,66,54,68,48,65,35,72,75
A. D'Egidio,Andrea D'Egidio,230572,23,6/30/96,Italy,186,Normal,79,Pisa,https://sofifa.com/player/230572/andrea-degidio/20/159586,62,350000,1000,Medium/Medium,SUB,12,0,0,0,0,Not Provided,41,14,22,18,38,36,16,14,17
A. Da Cruz,Alessio Da Cruz,230557,22,1/18/97,Netherlands,184,Lean,75,Ascoli,https://sofifa.com/player/230557/alessio-da-cruz/20/159586,66,1000000,2000,High/Medium,SUB,17,66,57,67,38,Crowd Favourite,61,67,48,66,75,62,65,35,26
A. Dabo,Abdoulaye Dabo,241403,18,3/4/01,France,181,Normal,74,FC Nantes,https://sofifa.com/player/241403/abdoulaye-dabo/20/159586,63,825000,2000,Medium/Medium,SUB,29,58,62,65,61,Not Provided,69,66,67,68,54,68,58,65,63
A. Daghim,Ahmed Daghim,247489,18,4/7/01,Denmark,180,Normal,71,FC København,https://sofifa.com/player/247489/ahmed-daghim/20/159586,54,140000,1000,High/Medium,SUB,37,43,48,59,22,Selfish,45,58,48,57,49,52,34,20,22
A. Dales,Andy Dales,219874,24,11/13/94,England,181,Normal,70,Scunthorpe United,https://sofifa.com/player/219874/andy-dales/20/159586,59,210000,3000,High/Medium,SUB,12,58,52,61,42,Not Provided,55,63,55,58,61,53,63,43,49
A. Dallas,Andrew Dallas,252464,19,7/22/99,Scotland,178,Normal,79,Cambridge United,https://sofifa.com/player/252464/andrew-dallas/20/159586,60,450000,1000,Medium/Medium,LS,9,57,44,58,28,Not Provided,48,58,37,56,58,60,51,24,21
A. Damlu,Abdulsamed Damlu,239477,19,7/25/99,Turkey,180,Normal,71,Yeni Malatyaspor,https://sofifa.com/player/239477/abdulsamed-damlu/20/159586,54,120000,1000,Medium/Medium,SUB,22,0,0,0,0,Not Provided,17,5,18,16,36,43,8,11,11
A. Danch,Adam Danch,180440,31,12/15/87,Poland,180,Normal,81,Arka Gdynia,https://sofifa.com/player/180440/adam-danch/20/159586,62,230000,1000,Medium/Medium,LCB,26,47,50,57,59,Not Provided,57,54,54,58,56,71,33,60,60
A. Dandea,Alexandru Dandea,233869,31,1/23/88,Romania,189,Normal,81,FC Hermannstadt,https://sofifa.com/player/233869/alexandru-dandea/20/159586,64,325000,2000,Medium/Medium,SUB,30,35,50,50,61,Long Passer (CPU AI Only),62,47,63,52,40,76,34,63,64
A. Danielsen,André Danielsen,148731,34,1/20/85,Norway,173,Lean,70,Viking FK,https://sofifa.com/player/148731/andre-danielsen/20/159586,65,210000,1000,High/High,SUB,14,53,61,60,62,"Avoids Using Weaker Foot, Giant Throw-in",60,53,59,65,69,65,58,60,58
A. Danjuma Groeneveld,Arnaut Danjuma Groeneveld,236276,22,1/31/97,Netherlands,178,Normal,80,Bournemouth,https://sofifa.com/player/236276/arnaut-danjuma-groeneveld/20/159586,76,11500000,49000,High/Medium,SUB,14,73,71,79,42,"Selfish, Argues with Officials, Early Crosser",72,80,67,80,80,67,76,52,47
A. Danladi,Abu Danladi,237253,23,10/18/95,Ghana,178,Normal,77,Minnesota United FC,https://sofifa.com/player/237253/abu-danladi/20/159586,64,675000,2000,Medium/Medium,SUB,99,63,54,65,39,Not Provided,65,65,47,60,74,62,59,38,36
A. Danzi,Andrea Danzi,243251,20,2/25/99,Italy,175,Normal,70,Hellas Verona,https://sofifa.com/player/243251/andrea-danzi/20/159586,67,1300000,4000,Medium/Medium,SUB,25,42,66,66,60,Not Provided,71,64,74,73,58,52,49,60,62
A. Davies,Adam Davies,200715,26,7/17/92,Wales,185,Normal,80,Stoke City,https://sofifa.com/player/200715/adam-davies/20/159586,70,1700000,14000,Medium/Medium,RES,16,0,0,0,0,Second Wind,25,12,13,16,50,47,15,16,13
A. Davies,Alphonso Davies,234396,18,11/2/00,Canada,181,Lean,72,FC Bayern München,https://sofifa.com/player/234396/alphonso-davies/20/159586,72,6500000,18000,High/High,SUB,19,65,61,76,55,"Selfish, Early Crosser, Crowd Favourite",64,76,51,73,71,69,63,61,51
A. Dawson,Adam Dawson,197974,26,10/5/92,England,175,Normal,78,Macclesfield Town,https://sofifa.com/player/197974/adam-dawson/20/159586,59,180000,2000,Medium/Medium,SUB,29,43,55,61,29,Not Provided,54,56,52,63,44,56,42,20,22
A. De Angelis,Alessandro De Angelis,237599,21,3/13/98,Italy,174,Lean,62,Ascoli,https://sofifa.com/player/237599/alessandro-de-angelis/20/159586,48,60000,1000,Medium/Medium,RES,31,24,41,48,45,Not Provided,56,42,43,57,31,50,33,51,47
A. De Bruyn,Alexandre De Bruyn,243968,25,6/4/94,Belgium,178,Normal,69,Sint-Truidense VV,https://sofifa.com/player/243968/alexandre-de-bruyn/20/159586,65,650000,3000,High/Low,LF,14,67,59,70,31,Not Provided,63,72,58,68,70,58,67,28,29
A. De Sart,Alexis De Sart,228804,22,11/12/96,Belgium,180,Lean,67,Royal Antwerp FC,https://sofifa.com/player/228804/alexis-de-sart/20/159586,73,5500000,9000,Medium/High,RDM,25,65,72,70,70,Argues with Officials,73,68,73,73,72,65,74,70,68
A. De Vitis,Alessandro De Vitis,202603,27,2/15/92,Italy,184,Normal,77,Pisa,https://sofifa.com/player/202603/alessandro-de-vitis/20/159586,66,650000,1000,Medium/Medium,SUB,30,61,63,66,64,"Avoids Using Weaker Foot, Leadership, Argues with Officials",68,64,66,66,70,74,67,63,62
A. DeJohn,Alex DeJohn,228267,28,5/10/91,United States,183,Stocky,80,Orlando City SC,https://sofifa.com/player/228267/alex-dejohn/20/159586,59,160000,1000,Medium/High,RES,3,27,35,34,57,Not Provided,44,26,35,33,34,72,20,59,57
A. DeLaGarza,Adolph Joseph DeLaGarza,190883,31,11/4/87,Guam,175,Normal,68,Houston Dynamo,https://sofifa.com/player/190883/aj-delagarza/20/159586,66,475000,2000,Medium/High,RB,20,48,61,62,63,Not Provided,67,57,58,63,53,66,36,62,63
A. Deiola,Alessandro Deiola,229743,23,8/1/95,Italy,189,Lean,85,Cagliari,https://sofifa.com/player/229743/alessandro-deiola/20/159586,64,625000,6000,Medium/Medium,RES,27,63,60,60,60,Argues with Officials,68,60,64,66,73,72,68,65,55
A. Dej,André Dej,238594,27,2/6/92,Poland,174,Normal,74,Viktoria Köln,https://sofifa.com/player/238594/andre-dej/20/159586,65,600000,2000,High/Medium,SUB,10,61,67,65,56,Not Provided,67,60,66,65,65,56,67,50,47
A. Deja,Adam Deja,212988,26,6/24/93,Poland,185,Normal,82,Arka Gdynia,https://sofifa.com/player/212988/adam-deja/20/159586,67,875000,2000,High/High,RDM,16,44,59,62,64,Not Provided,67,64,65,64,59,80,40,66,60
A. Delamea,Antonio Mlinar Delamea,237448,28,6/10/91,Slovenia,183,Normal,73,New England Revolution,https://sofifa.com/player/237448/antonio-delamea/20/159586,67,750000,3000,Low/High,SUB,19,32,48,56,66,Not Provided,66,58,63,50,44,71,29,63,62
A. Delap,Adrian Delap,244913,20,11/30/98,Republic of Ireland,180,Lean,68,Derry City,https://sofifa.com/player/244913/adrian-delap/20/159586,56,200000,1000,High/Medium,SUB,27,43,55,53,46,Not Provided,55,52,56,46,49,45,33,48,46
